code,name,type,state,latitude,longitude,found,faculty_count,department_count,review_rating,review_count,difficulty_SD,difficulty_rank
F101310100267,Hokkaido Information University,Private,Hokkai Do,43.078266,141.537704,1988-12,5,7,3.83,90,39.2,E
F101310100276,Sapporo International University,Private,Hokkai Do,43.002434,141.424561,1992-12,6,10,3.85,109,35.5,F
F101310100285,Hokusho University,Private,Hokkai Do,43.063904,141.489609,1996-12,5,9,3.96,129,37,F
F101310100294,Hokuyo University,Private,Hokkai Do,42.600338,141.464294,1997-12,1,1,3.97,13,35.5,F
F101310100301,Japanese Red Cross Hokkaido College of Nursing,Private,Hokkai Do,43.830696,143.908508,1998-12,2,3,3.94,60,36,F
F101310100310,Hokkaido Bunkyo University,Private,Hokkai Do,42.890831,141.591461,1998-12,8,13,3.62,180,36.3,F
F101310100329,Tenshi College,Private,Hokkai Do,43.077644,141.357895,1999-12,3,5,4.02,84,47,D
F101310100338,Ikueikan University,Private,Hokkai Do,45.383553,141.718567,1999-12,2,2,4.43,14,35,F
F101310100347,Sapporo Otani University,Private,Hokkai Do,43.082176,141.36557,2006-04,2,3,3.94,79,36.4,F
F101310100356,Sapporo University of Health Sciences,Private,Hokkai Do,43.132084,141.41246,2012-11,1,2,3.63,20,38.8,F
F101310100365,Japan HealthCare University,Private,Hokkai Do,43.028351,141.409714,2014-04,3,8,3.54,17,39,F
F101310100374,Hokkaido Chitose College of Rehabilitation,Private,Hokkai Do,42.785515,141.598404,2017-04,1,1,3.69,13,35.5,F
F102310100603,Aomori University,Private,Aomori Ken,40.783684,140.78096,1968-03,4,4,3.5,80,36.5,F
F102310100612,Shibata Gakuen University,Private,Aomori Ken,40.581272,140.485275,1969-02,1,2,3.92,96,35.3,F
F102310100621,Hirosaki Gakuin University,Private,Aomori Ken,40.581535,140.465637,1971-01,5,6,3.41,54,35.5,F
F102310100630,Hachinohe Institute of Technology,Private,Aomori Ken,40.479317,141.562363,1972-01,3,10,3.61,59,35.5,F
F102310100649,Hachinohe Gakuin University,Private,Aomori Ken,40.486752,141.571655,1981-01,2,3,3.69,33,35.5,F
F102310100658,Aomori Chuo Gakuin University,Private,Aomori Ken,40.783215,140.76239,1997-12,4,4,3.66,57,36,F
F102310100667,Hirosaki University of Health and Welfare,Private,Aomori Ken,40.588799,140.500473,2008-10,1,2,3.71,35,38,F
F103310100755,Iwate Medical University,Private,Iwate Ken,39.613033,141.161285,1928-02,7,13,3.57,78,46.3,D
F103310100764,Fuji University,Private,Iwate Ken,39.361206,141.102646,1965-01,2,3,3.63,33,35.5,F
F103310100773,The University of Morioka,Private,Iwate Ken,39.816113,141.137207,1981-01,2,5,3.78,152,35.1,F
F103310100782,Iwate University of Health and Medical Sciences,Private,Iwate Ken,39.703228,141.131851,2016-08,2,2,3.33,10,38,F
F104310100889,Sendai University,Private,Miyagi Ken,38.051693,140.771561,1967-01,2,7,3.63,104,35.7,F
F104310100898,Tohoku Gakuin University,Private,Miyagi Ken,38.249531,140.877304,1946-03,12,29,3.75,781,45.5,D
F104310100905,Tohoku Institute of Technology,Private,Miyagi Ken,38.245861,140.852432,1964-01,5,15,3.62,140,38,F
F104310100914,Tohoku Fukushi University,Private,Miyagi Ken,38.280109,140.847824,1962-01,8,15,3.78,493,44,E
F104310100923,Tohoku Medical And Pharmaceutical University,Private,Miyagi Ken,38.285049,140.885559,1939-04,3,5,3.74,140,51.9,C
F104310100932,Tohoku Seikatsu Bunka University,Private,Miyagi Ken,38.302814,140.87027,1958-01,2,2,3.64,44,36.5,F
F104310100941,Miyagi Gakuin Women’s University,Private,Miyagi Ken,38.307381,140.853912,1946-06,6,14,3.9,296,37.5,F
F104310100950,Ishinomaki Senshu University,Private,Miyagi Ken,38.454735,141.295639,1988-12,5,13,3.65,62,35.3,F
F104310100969,Sendai Shirayuri Women’s College,Private,Miyagi Ken,38.3214,140.902542,1995-12,1,4,3.58,73,36,F
F104310100978,Tohoku Bunka Gakuen University,Private,Miyagi Ken,38.277546,140.834534,1998-12,7,11,3.69,84,35.9,F
F104310100987,Shokei Gakuin University,Private,Miyagi Ken,38.196583,140.830078,2002-12,4,8,3.82,108,36.3,F
F105310101093,North Asia University,Private,Akita Ken,39.716419,140.157944,1964-01,3,4,3.26,39,35.5,F
F105310101100,Akita University of Nursing And Welfare,Private,Akita Ken,40.281265,140.554398,2004-11,1,2,4.15,32,35.5,F
F105310101119,Japanese Red Cross Akita College of Nursing,Private,Akita Ken,39.685078,140.155457,2008-10,2,3,3.84,25,36.5,F
F106310101207,Tohoku University of Art & Design,Private,Yamagata Ken,38.218594,140.344955,1992-04,3,13,4.12,131,49.7,C
F106310101216,Tohoku University of Community Service And Science,Private,Yamagata Ken,38.892662,139.817368,2000-12,2,3,3.48,39,35.5,F
F106310101225,Tohoku Bunkyo College,Private,Yamagata Ken,38.209637,140.303146,2010-10,2,3,3.82,35,38,F
F107310101304,Koriyama Women’s University,Private,Fukushima Ken,37.396683,140.352661,1966-01,2,3,3.76,59,35.7,F
F107310101313,Ohu University,Private,Fukushima Ken,37.41716,140.37413,1972-02,3,3,3.55,38,35,F
F107310101322,Iryo Sosei University,Private,Fukushima Ken,37.018524,140.918915,1986-04,8,9,3.46,65,35.6,F
F107310101331,Higashi Nippon International University,Private,Fukushima Ken,37.057358,140.907944,1994-12,3,3,3.85,28,36,F
F107310101340,Fukushima College,Private,Fukushima Ken,37.799988,140.487549,2002-12,2,3,3.86,35,35,F
F108310101456,Ibaraki Christian University,Private,Ibaraki Ken,36.514248,140.617523,1967-04,7,11,3.87,171,41.4,E
F108310101465,Ryutsu Keizai University,Private,Ibaraki Ken,35.920582,140.168472,1965-01,12,17,3.71,203,38.9,F
F108310101474,Tokiwa University,Private,Ibaraki Ken,36.382111,140.438705,1983-01,5,11,3.75,135,38.8,F
F108310101483,Tsukuba International University,Private,Ibaraki Ken,36.107651,140.198837,1993-12,1,6,3.68,79,36.7,F
F108310101492,Tsukuba Gakuin University,Private,Ibaraki Ken,36.087753,140.107864,1995-12,1,1,3.53,22,,
F108310101508,Nihon Wellness Sports University,Private,Ibaraki Ken,35.859886,140.145737,2012-04,3,3,3.58,6,35,F
F109310101561,Ashikaga University,Private,Tochigi Ken,36.35326,139.396027,1967-01,3,4,3.66,42,36.4,F
F109310101570,Hakuoh University,Private,Tochigi Ken,36.313366,139.807495,1985-12,5,5,3.9,363,40.6,E
F109310101589,Sakushin Gakuin University,Private,Tochigi Ken,36.544083,139.973999,1989-04,4,7,3.83,45,36.5,F
F109310101598,International University of Health And Welfare,Private,Tochigi Ken,36.87048,140.069229,1994-12,16,20,3.92,408,44.2,D
F109310101605,Utsunomiya Kyowa University,Private,Tochigi Ken,36.560459,139.890869,1999-04,2,2,3.87,21,35.5,F
F109310101614,Bunsei University of Art,Private,Tochigi Ken,36.598911,139.859558,1998-12,2,2,3.8,12,36,F
F109310101623,Jichi Medical University,Private,Tochigi Ken,36.4034,139.858521,1972-02,4,7,4.1,64,58,B
F109310101632,Dokkyo Medical University,Private,Tochigi Ken,36.472305,139.825363,1972-07,5,9,3.95,63,57,B
F110310101764,Ikuei University,Private,Gunma Ken,36.349194,139.050339,2017-08,1,1,3.81,5,36.5,F
F110310101773,Kiryu University,Private,Gunma Ken,36.378597,139.295685,2007-12,2,3,3.43,35,38.8,F
F110310101782,Gunma Paz University,Private,Gunma Ken,36.349514,139.008804,2004-11,5,8,3.79,49,43.2,E
F110310101791,Gunma University of Health And Welfare,Private,Gunma Ken,36.355843,139.047913,2001-12,5,5,3.49,73,41.5,E
F110310101808,Takasaki University of Health And Welfare,Private,Gunma Ken,36.324902,139.054886,2000-12,9,15,3.76,139,43.1,E
F110310101817,Takasaki University of Commerce,Private,Gunma Ken,36.28566,139.034241,2001-04,2,3,3.85,41,40,E
F110310101826,Jobu University,Private,Gunma Ken,36.279305,139.176224,1968-03,3,4,3.6,54,36.7,F
F110310101835,Kanto Gakuen University,Private,Gunma Ken,36.286465,139.356094,1976-01,1,2,3.72,63,36,F
F110310101844,KYOAI GAKUEN UNIVERSITY,Private,Gunma Ken,36.35886,139.144562,1998-12,1,1,3.96,92,39.8,E
F111310101969,Nihon Institute of Medical Science,Private,Saitama Ken,35.931942,139.343781,2006-11,1,5,3.16,64,39.2,E
F111310101978,Nihon Pharmaceutical University,Private,Saitama Ken,35.991798,139.617203,2003-11,2,3,3.44,84,36.7,F
F111310101987,Musashino Gakuin University,Private,Saitama Ken,35.866592,139.387009,2003-11,2,3,3.71,17,35.5,F
F111310101996,Urawa University,Private,Saitama Ken,35.890373,139.712662,2002-12,2,4,4.04,54,35.5,F
F111310102003,Institute of Technologists,Private,Saitama Ken,36.115143,139.456436,2001-04,2,3,3.83,51,35.5,F
F111310102012,Kyoei University,Private,Saitama Ken,35.995708,139.722092,2000-12,3,3,3.53,51,39,F
F111310102021,Saitama Gakuen University,Private,Saitama Ken,35.857311,139.713959,2000-12,5,7,3.65,85,38.8,F
F111310102030,Shobi University,Private,Saitama Ken,35.906914,139.460602,1999-12,5,10,3.65,131,35,F
F111310102049,University of Human Arts And Sciences,Private,Saitama Ken,35.970203,139.658371,1999-12,4,6,3.61,62,36.1,F
F111310102058,Bunri University of Hospitality,Private,Saitama Ken,35.891426,139.418518,1998-12,2,3,3.49,78,35.5,F
F111310102067,Jumonji University,Private,Saitama Ken,35.799313,139.552094,1996-04,5,14,3.81,229,37.4,F
F111310102076,Heisei International University,Private,Saitama Ken,36.096184,139.637634,1995-12,3,4,3.74,32,35.5,F
F111310102085,Tokyo International University,Private,Saitama Ken,35.927303,139.437866,1965-01,11,15,3.96,424,36.7,F
F111310102094,Josai University,Private,Saitama Ken,35.933132,139.34201,1965-01,10,17,3.52,275,37.4,F
F111310102101,Toho College of Music,Private,Saitama Ken,35.896595,139.523529,1965-01,2,2,4.02,31,,
F111310102110,Dokkyo University,Private,Saitama Ken,35.83942,139.794189,1964-04,7,16,3.95,682,50.4,C
F111310102129,Nippon Institute of Technology,Private,Saitama Ken,36.026604,139.713486,1967-03,6,13,3.66,117,36.9,F
F111310102138,Meikai University,Private,Saitama Ken,35.933132,139.34201,1970-03,11,13,3.77,234,39.5,E
F111310102147,Saitama Medical University,Private,Saitama Ken,35.936001,139.304062,1972-02,4,10,3.8,79,46.7,D
F111310102156,Saitama Institute of Technology,Private,Saitama Ken,36.19603,139.238739,1976-01,4,10,3.59,79,35.5,F
F111310102165,Surugadai University,Private,Saitama Ken,35.835243,139.334778,1986-12,8,11,3.75,154,42.1,E
F111310102174,Seigakuin University,Private,Saitama Ken,35.937756,139.595535,1988-04,6,8,3.7,71,35.5,F
F111310102183,Kagawa Nutrition University,Private,Saitama Ken,35.952763,139.410965,1961-03,2,5,4.12,223,43.3,E
F111310102192,Tohto University,Private,Saitama Ken,36.18111,139.298462,2008-10,4,4,3.46,40,36,F
F111310102209,Japan University of Health Sciences,Private,Saitama Ken,36.071983,139.73082,2009-10,1,2,3.33,24,35.5,F
F112310102360,Chiba Institute of Science,Private,Chiba Ken,35.701206,140.846268,2003-11,7,12,3.31,73,37.4,F
F112310102379,Aikoku Gakuen University,Private,Chiba Ken,35.666553,140.157578,1997-12,1,1,3.68,11,38,F
F112310102388,Kaichi International University,Private,Chiba Ken,35.862244,139.987976,1999-12,3,3,4.07,23,35.7,F
F112310102397,Seiwa University,Private,Chiba Ken,35.376106,139.958008,1993-12,1,1,3.19,27,37.5,F
F112310102404,Josai International University,Private,Chiba Ken,35.580254,140.395966,1991-12,14,20,3.61,247,38.9,F
F112310102413,Shukutoku University,Private,Chiba Ken,35.574577,140.144501,1965-01,8,14,3.81,307,40.4,E
F112310102422,Keiai University,Private,Chiba Ken,35.633312,140.103821,1966-01,3,4,3.74,69,37.8,F
F112310102431,Chiba Institute of Technology,Private,Chiba Ken,35.688942,140.021255,1942-05,10,32,3.75,361,46.2,D
F112310102440,Chiba University of Commerce,Private,Chiba Ken,35.742493,139.907028,1928-02,9,11,3.69,213,43.4,E
F112310102459,Chuogakuin University,Private,Chiba Ken,35.8829,140.01796,1966-01,4,4,3.76,119,38.2,F
F112310102468,Reitaku University,Private,Chiba Ken,35.831802,139.951187,1942-04,6,9,3.81,118,39.3,E
F112310102477,Wayo Women’s University,Private,Chiba Ken,35.742989,139.904266,1928-10,6,12,4.05,199,37.7,F
F112310102486,International Budo University,Private,Chiba Ken,35.161568,140.322876,1983-12,3,4,3.59,53,37.8,F
F112310102495,Kanda University of International Studies,Private,Chiba Ken,35.656132,140.042236,1987-04,4,9,4.05,334,45.2,D
F112310102501,Chiba Keizai University,Private,Chiba Ken,35.62973,140.109146,1987-12,2,3,3.65,72,43,E
F112310102510,Shumei University,Private,Chiba Ken,35.77285,140.099426,1987-12,5,5,3.93,84,40.9,E
F112310102529,Kawamura Gakuen Woman’s University,Private,Chiba Ken,35.875843,140.053757,1987-12,4,11,3.51,79,37.6,F
F112310102538,Tokyo University of Information Sciences,Private,Chiba Ken,35.637684,140.203354,1988-04,3,3,3.83,104,41.5,E
F112310102547,Tokyo Christian University,Private,Chiba Ken,35.789703,140.125168,1989-12,3,5,4.23,33,,
F112310102556,Seitoku University,Private,Chiba Ken,35.783543,139.903381,1989-12,18,25,3.6,350,37.9,F
F112310102565,Edogawa University,Private,Chiba Ken,35.877056,139.938934,1989-12,2,6,3.57,111,42.4,E
F112310102574,Ryotokuji University,Private,Chiba Ken,35.639462,139.926636,2005-12,1,3,3.66,54,39.3,E
F112310102583,Uekusa Gakuen University,Private,Chiba Ken,35.634373,140.181976,2007-12,2,2,3.88,62,36.2,F
F112310102592,Saniku Gakuin College,Private,Chiba Ken,35.243866,140.262909,2007-12,2,2,4.08,14,38,F
F112310102609,Kameda University of Health Sciences,Private,Chiba Ken,35.102497,140.100525,2011-10,2,2,3.31,8,35,F
F113310102840,Tokyo University of Social Welfare,Private,Gunma Ken,36.285713,139.194138,1999-12,14,15,3.82,367,35.5,F
F113310102859,Atomi University,Private,Tokyo To,35.71693,139.734116,1965-01,6,11,3.83,323,41.1,E
F113310102868,Bunkyo University,Private,Tokyo To,35.605209,139.705902,1966-01,14,25,3.89,676,46.7,D
F113310102877,Bunkyo Gakuin University,Private,Tokyo To,35.718536,139.757568,1990-12,9,16,3.74,242,36.9,F
F113310102886,Mejiro University,Private,Tokyo To,35.716835,139.681244,1993-12,15,27,3.51,362,39.4,E
F113310102895,Tokyo Seitoku University,Private,Tokyo To,35.756275,139.72403,1992-12,6,9,3.87,118,38,F
F113310102902,Toyo Gakuen University,Private,Tokyo To,35.704567,139.757568,1992-04,4,5,3.54,99,38.3,F
F113310102911,Teikyo Heisei University,Private,Tokyo To,35.732563,139.718811,1986-12,12,30,3.8,669,40.7,E
F113310102920,Aoyama Gakuin University,Private,Tokyo To,35.6618,139.708862,1949-04,22,52,4.03,1871,60.2,A
F113310102939,Ueno Gakuen University,Private,Tokyo To,35.715767,139.782227,1958-01,2,4,3.69,35,,
F113310102948,Otsuma Women’s University,Private,Tokyo To,35.69109,139.742264,1949-03,6,15,3.95,613,44.4,D
F113310102957,Gakushuin University,Private,Tokyo To,35.721264,139.707245,1877-10,12,38,4.11,805,56.8,B
F113310102966,Kitasato University,Private,Tokyo To,35.645351,139.725525,1962-04,14,27,3.98,621,46.6,D
F113310102975,Kyoritsu Women’s University,Private,Tokyo To,35.693314,139.757553,1928-10,9,16,3.92,489,45.7,D
F113310102984,Keio University,Private,Tokyo To,35.649147,139.742828,1890-01,28,59,4.19,2682,66.3,S
F113310102993,Kogakuin University,Private,Tokyo To,35.690514,139.695648,1944-03,7,24,3.64,249,56,B
F113310103000,Kokugakuin University,Private,Tokyo To,35.655972,139.711365,1904-04,11,22,3.91,715,,
F113310103019,Kokushikan University,Private,Tokyo To,35.646896,139.653458,1929-04,17,29,3.75,503,44.7,D
F113310103028,Komazawa University,Private,Tokyo To,35.628857,139.65863,1882-10,16,32,3.73,990,52.1,C
F113310103037,Jissen Women’s University,Private,Tokyo To,35.67152,139.38974,1925-01,6,15,3.92,375,45.8,D
F113310103046,Shibaura Institute of Technology,Private,Tokyo To,35.659737,139.794281,1927-07,5,28,3.94,376,53.5,C
F113310103055,Juntendo University,Private,Tokyo To,35.701954,139.761734,1944-04,10,15,4.07,276,53.9,C
F113310103064,Sophia University,Private,Tokyo To,35.683189,139.732742,1913-03,20,57,4.2,1120,62.3,A
F113310103073,Showa University,Private,Tokyo To,35.60899,139.704071,1928-04,9,15,3.91,216,53.9,C
F113310103082,Showa Women’s University,Private,Tokyo To,35.645466,139.675186,1946-04,9,25,3.94,549,51.6,C
F113310103091,Showa Pharmaceutical University,Private,Tokyo To,35.55368,139.470673,1930-11,2,3,3.55,74,50.3,C
F113310103108,Joshibi University of Art And Design,Private,Tokyo To,35.693089,139.662079,1900-10,2,6,4,154,41,E
F113310103117,Sugino Fashion College,Private,Tokyo To,35.631489,139.71553,1964-04,3,4,3.51,45,35.5,F
F113310103126,Seijo University,Private,Tokyo To,35.642353,139.600174,1926-03,8,21,3.81,440,54.5,B
F113310103135,"University of The Sacred Heart, Tokyo",Private,Tokyo To,35.653835,139.717285,1916-04,2,15,4.33,148,45,D
F113310103144,Seisen University,Private,Tokyo To,35.626957,139.729797,1950-02,3,10,4.15,186,42.2,E
F113310103153,St.Luke’s International University,Private,Tokyo To,35.668316,139.775391,1920-10,3,4,4.41,42,59.7,A
F113310103162,Senshu University,Private,Tokyo To,35.6968,139.753876,1880-09,17,37,3.74,1185,50.2,C
F113310103171,Taisho University,Private,Tokyo To,35.741486,139.728256,1926-04,11,22,3.8,311,41.3,E
F113310103180,Daito Bunka University,Private,Tokyo To,35.782089,139.667938,1923-09,17,37,3.69,571,43.8,E
F113310103199,Takachiho University,Private,Tokyo To,35.682804,139.638245,1912-05,4,4,3.56,85,38,F
F113310103206,Takushoku University,Private,Tokyo To,35.715481,139.737274,1900-06,12,25,3.64,423,41.2,E
F113310103215,Tama Art University,Private,Tokyo To,35.61409,139.637085,1935-10,2,17,3.95,196,45.1,D
F113310103224,Chuo University,Private,Tokyo To,35.638794,139.399811,1885-07,17,61,3.91,2298,57.9,B
F113310103233,Tokai University,Private,Kanagawa Ken,35.359573,139.271378,1946-05,44,120,3.8,1430,43.4,E
F113310103242,Tokyo Medical University,Private,Tokyo To,35.69355,139.71225,1916-09,2,10,3.9,52,61,A
F113310103251,Tokyo Kasei University,Private,Tokyo To,35.756275,139.719482,1922-12,6,20,3.95,598,43.6,E
F113310103260,Tokyo Kasei Gakuin University,Private,Tokyo To,35.60841,139.310562,1963-01,3,8,3.57,98,36.3,F
F113310103279,Tokyo Dental College,Private,Tokyo To,35.701309,139.754852,1890-01,2,2,4.16,53,55.5,B
F113310103288,The Jikei University School of Medicine,Private,Tokyo To,35.662537,139.75029,1921-10,2,4,4.28,50,60,A
F113310103297,Tokyo Woman's Christian University,Private,Tokyo To,35.709896,139.591202,1918-03,3,10,3.93,442,52.3,C
F113310103304,Tokyo Women’s Medical University,Private,Tokyo To,35.696342,139.719635,1900-12,4,10,4.29,50,53,C
F113310103313,Tokyo Denki University,Private,Tokyo To,35.748764,139.806381,1939-04,11,36,3.68,376,49.3,C
F113310103322,Tokyo University of Agriculture,Private,Tokyo To,35.640781,139.631912,1891-03,12,51,3.94,814,47.3,D
F113310103331,Tokyo University of Pharmacy And Life Sciences,Private,Tokyo To,35.638222,139.385071,1880-11,4,9,3.82,212,48.2,D
F113310103340,Tokyo University of Science,Private,Tokyo To,35.699505,139.741348,1881-06,17,51,3.85,1128,57.2,B
F113310103359,Toho University,Private,Tokyo To,35.570171,139.724884,1925-03,9,20,3.98,267,48.1,D
F113310103368,Toyo University,Private,Tokyo To,35.724289,139.750763,1903-10,38,81,3.83,1870,51.2,C
F113310103377,Tokyo College of Music,Private,Tokyo To,35.647171,139.699265,1954-02,2,6,4.14,145,35,F
F113310103386,Nishogakusha University,Private,Tokyo To,35.691261,139.74527,1928-02,5,10,3.67,192,,
F113310103395,Nihon University,Private,Tokyo To,35.691322,139.737396,1889-10,40,149,3.71,3665,47.3,D
F113310103402,Nippon Medical School,Private,Tokyo To,35.721233,139.758453,1904-04,2,2,3.99,31,70,S
F113310103411,The Nippon Dental University,Private,Tokyo To,35.697971,139.746216,1907-06,4,4,3.16,35,46.3,D
F113310103420,Japan College of Social Work,Private,Tokyo To,35.767517,139.508698,1946-11,3,4,3.86,85,40,E
F113310103439,Japan Women’s University,Private,Tokyo To,35.715923,139.721085,1900-12,10,35,4.09,748,53.3,C
F113310103448,Japan Women’s College of Physical Education,Private,Tokyo To,35.676498,139.590546,1922-04,2,7,4,213,35.5,F
F113310103457,Nippon Sport Science University,Private,Tokyo To,35.621609,139.650009,1941-03,9,16,4.03,382,40,E
F113310103466,Japan Lutheran College,Private,Tokyo To,35.686474,139.527481,1909-09,2,3,3.97,35,35.7,F
F113310103475,Bunka Gakuen University,Private,Tokyo To,35.685848,139.693954,1964-01,5,11,4.08,143,41.2,E
F113310103484,Hosei University,Private,Tokyo To,35.695679,139.74115,1903-08,35,74,3.89,2242,58.7,B
F113310103493,Hoshi University,Private,Tokyo To,35.618053,139.712601,1941-04,2,4,3.9,145,56,B
F113310103509,Musashi University,Private,Tokyo To,35.736893,139.666885,1921-12,6,13,3.96,341,56,B
F113310103518,Tokyo City University,Private,Tokyo To,35.596542,139.650925,1929-09,9,25,3.88,396,50.1,C
F113310103527,Musashino Academia Musicae,Private,Tokyo To,35.741283,139.672195,1929-02,4,12,3.86,96,35,F
F113310103536,Meiji University,Private,Tokyo To,35.697712,139.761398,1903-08,26,65,4.01,2765,60.8,A
F113310103545,Meiji Gakuin University,Private,Tokyo To,35.636738,139.730743,1903-11,13,28,3.9,976,54.2,B
F113310103554,Meiji Pharmaceutical University,Private,Tokyo To,35.781338,139.50618,1902-03,2,4,3.93,175,50.6,C
F113310103563,Rikkyo University,Private,Tokyo To,35.729706,139.704742,1949-02,24,54,4.09,1811,60.6,A
F113310103572,Rissho University,Private,Tokyo To,35.62101,139.724075,1904-04,16,33,3.76,602,42.3,E
F113310103581,Waseda University,Private,Tokyo To,35.710083,139.722244,1902-10,35,94,4.14,4280,65.7,S
F113310103590,International College For Postgraduate Buddhist Studies,Private,Tokyo To,35.710667,139.740997,1995-12,1,1,5,1,,
F113310103607,Gakushuin Women’s College,Private,Tokyo To,35.706844,139.713242,1998-04,2,4,4.19,159,45,D
F113310103616,International Professional University of Technology in Tokyo,Private,Tokyo To,35.691559,139.698044,2020-04,2,3,4,1,,
F113310103625,Tokyo Professional University of Health Sciences,Private,Tokyo To,35.66444,139.813049,2020-04,1,2,,,36.5,F
F113310103634,Professional University of Information and Management for Innovation,Private,Tokyo To,35.711437,139.823807,2020-04,1,1,3.5,2,35,F
F113310103643,"Graduate School of Leadership and Innovation, Shizenkan University",Private,Tokyo To,35.681751,139.773468,2017-08,1,1,,,,
F113310103652,Tokyo Online University,Private,Tokyo To,35.691559,139.698044,2018-04,2,2,3.78,201,,
F113310103661,Professional Institute of International Fashion,Private,Tokyo To,35.691559,139.698044,2019-04,1,4,4,4,,
F113310103670,Komazawa Women’s University,Private,Tokyo To,35.628113,139.493988,1992-12,5,12,3.74,171,41.8,E
F113310103689,Asia University,Private,Tokyo To,35.705235,139.534866,1955-03,9,11,3.75,392,40.1,E
F113310103698,J.F.Oberlin University,Private,Tokyo To,35.582386,139.405487,1966-01,9,7,3.8,521,39.4,E
F113310103705,Kunitachi College of Music,Private,Tokyo To,35.732414,139.410995,1926-04,3,12,4.09,179,39,F
F113310103714,International Christian University,Private,Tokyo To,35.686474,139.527481,1953-03,2,6,4.43,206,68,S
F113310103723,Shirayuri University,Private,Tokyo To,35.668129,139.581207,1946-03,3,12,3.92,194,39.7,E
